T_ID,YEAR,shift_BB_9,shift_ERA,shift_FIP,shift_HR_9,shift_H_9,shift_K_9,shift_LOB,shift_PCT,shift_P_WHIP_RT,shift_WHIP,shift_e_HH,shift_e_HT,shift_e_KT,shift_e_LG,shift_e_LT,shift_e_NC,shift_e_OB,shift_e_SK,shift_e_SS,shift_e_WO,shift_oAVG,shift_oISO,shift_oOBP,shift_oOPS,shift_oSLG,shift_vs_AVG,shift_vs_BB_9,shift_vs_DER,shift_vs_ERA,shift_vs_FIP,shift_vs_GPA,shift_vs_HR_9,shift_vs_H_9,shift_vs_ISO,shift_vs_K_9,shift_vs_LOB,shift_vs_OBP,shift_vs_OPS,shift_vs_P_HRA_RT,shift_vs_P_WHIP_RT,shift_vs_RC,shift_vs_SECA,shift_vs_SLG,shift_vs_TA,shift_vs_WHIP,shift_vs_oAVG,shift_vs_oISO,shift_vs_oOBP,shift_vs_oOPS,shift_vs_oSLG,shift_vs_wOBA,c_HH,c_HT,c_KT,c_LG,c_LT,c_NC,c_OB,c_SK,c_SS,c_WO,ISHOME
HH,2016,5.676348547717843,5.975103734439834,2.2448132780082988,1.3070539419087137,10.120331950207468,7.468879668049793,0.6461538461538462,0.2962962962962963,2.423074494958333,1.7551867219917012,0.0,1.8,0.0,7.5508474576271185,5.3999999999999995,5.4,6.882352941176471,7.56,5.333333333333333,5.333333333333333,0.29265658747300216,0.16846652267818574,0.37835420393559926,0.8394773140867872,0.4611231101511879,0.28829787234042553,3.6851351351351354,0.6827586206896552,3.831081081081081,0.7175675675675676,0.29026329311460436,0.7297297297297297,8.866216216216216,0.16595744680851066,7.58918918918919,0.7507507507507507,0.3926654740608229,0.8469207932097591,0.3003507017083334,1.6470980408750002,1.69062285854136,0.4276595744680851,0.4542553191489362,0.8696883852691218,1.3945945945945946,0.25989304812834224,0.1144385026737968,0.3282442748091603,0.7025758256112993,0.37433155080213903,0.443576017130621,0.0,0.125,0.25,0.0,0.125,0.08333333333333333,0.0,0.125,0.16666666666666666,0.125,11
HH,2016,5.356515373352855,6.325036603221084,2.060029282576867,1.1859443631039532,10.653733528550513,7.095900439238653,0.6388888888888888,0.36,4.660524891749999,1.7789165446559299,0.0,4.5,10.166666666666666,7.5508474576271185,4.863354037267081,6.488372093023256,6.882352941176471,5.711538461538462,5.482233502538071,5.468354430379747,0.30607609312890405,0.15559341283361727,0.3847980997624703,0.8464676057249916,0.4616695059625213,0.3022994952327538,3.6181556195965414,0.6735127478753541,4.493515850144092,0.9099423631123918,0.2935657163258699,0.8364553314121037,9.590057636887607,0.15367358384744811,7.294668587896253,0.7096474953617812,0.3990498812351544,0.8550229603153563,0.6337095304166667,3.562565212541667,3.300567301859663,0.3998878295008413,0.4559730790802019,0.8608365019011407,1.467579250720461,0.27511160714285715,0.12723214285714285,0.3374751491053678,0.7398188991053678,0.40234375,0.4445941375422772,0.0,0.125,0.08333333333333333,0.125,0.125,0.08333333333333333,0.041666666666666664,0.08333333333333333,0.08333333333333333,0.25,13
HH,2016,4.932178217821782,5.841089108910891,1.828217821782178,1.096039603960396,10.412376237623763,6.816831683168316,0.6490834268612046,0.410958904109589,6.537373043583333,1.704950495049505,0.0,4.563380281690141,8.742857142857142,5.881188118811882,4.848979591836734,5.0625,6.45,4.885714285714286,5.421259842519685,6.6210191082802545,0.2991551459293395,0.14784946236559138,0.3750408363279974,0.8220454446229283,0.4470046082949309,0.2964231354642314,3.522314860225601,0.6692270763322131,4.714075527219225,1.1284943599803825,0.28479135806336603,1.0063756743501717,9.91809710642472,0.14649923896499234,7.322707209416381,0.705869976856722,0.3868016987912447,0.8297240732204685,0.8945967335416669,5.432230616541666,4.055766069641076,0.3786149162861492,0.4429223744292237,0.8215746421267893,1.493379107405591,0.2822155237377543,0.14242652599849287,0.34106182795698925,0.7657038776932364,0.4246420497362472,0.4269595110771581,0.0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.0,12
HH,2016,5.710843373493976,6.144578313253012,2.353413654618474,1.3734939759036144,10.337349397590362,7.445783132530121,0.6465093411996067,0.2857142857142857,2.516824494958333,1.783132530120482,0.0,1.8,11.25,7.5508474576271185,5.3999999999999995,5.4,6.882352941176471,7.56,5.333333333333333,5.333333333333333,0.29791666666666666,0.17395833333333333,0.3830888697152718,0.8549638697152717,0.471875,0.29333333333333333,3.590612777053455,0.6816976127320955,3.7314211212516297,0.6336375488917863,0.2947560894670472,0.7040417209908736,8.906127770534551,0.17128205128205126,7.6388526727509785,0.75,0.3968938740293356,0.8615092586447202,0.31637634275000004,1.6720980408750004,1.780530643738975,0.4348717948717949,0.4646153846153846,0.8808219178082192,1.3885267275097783,0.2602880658436214,0.11419753086419754,0.3265869365225391,0.701072533230358,0.37448559670781895,0.44984520123839006,0.0,0.125,0.20833333333333334,0.0,0.125,0.08333333333333333,0.0,0.125,0.20833333333333334,0.125,11
HH,2016,5.388370423546303,6.318736539842067,2.1062455132806894,1.2017229002153627,10.679827709978465,7.055276381909548,0.6414899120538023,0.37254901960784315,4.718217199458333,1.7853553481694187,0.0,4.5,10.166666666666666,7.5508474576271185,4.863354037267081,6.488372093023256,6.882352941176471,5.711538461538462,5.544642857142857,5.468354430379747,0.3064516129032258,0.1573971078976641,0.3857608189855747,0.8496095397864646,0.4638487208008899,0.3030803080308031,3.587279151943463,0.6722222222222223,4.560424028268551,0.901060070671378,0.29477022853518486,0.8395759717314487,9.636042402826854,0.15566556655665564,7.32720848056537,0.705632949727438,0.4001861330851559,0.8589320076726146,0.640653974875,3.6339937839583336,3.4111103649436907,0.4042904290429043,0.45874587458745875,0.8671641791044776,1.4692579505300354,0.27595628415300544,0.12841530054644812,0.33771929824561403,0.7420908829450676,0.40437158469945356,0.44708126036484247,0.0,0.125,0.08333333333333333,0.125,0.125,0.08333333333333333,0.041666666666666664,0.08333333333333333,0.08333333333333333,0.25,14
HH,2016,4.959452857840742,5.803615046409379,1.8216902784562774,1.0815828041035662,10.380556912554958,6.8060576453346355,0.6514928123848138,0.4189189189189189,6.594191225416666,1.7044455300439667,0.0,4.563380281690141,8.742857142857142,5.881188118811882,4.848979591836734,5.0625,6.45,4.885714285714286,5.188612099644128,6.6210191082802545,0.29833206974981047,0.1463229719484458,0.3749194068343005,0.8195744485325567,0.44465504169825626,0.2957534761367907,3.4944255937954436,0.6706161137440758,4.737760542898691,1.1720794958797869,0.28428416913988647,1.033931168201648,9.920504120213282,0.14505824877865464,7.276781386330587,0.7060789638604554,0.38684719535783363,0.8276589202732789,0.8983846123333336,5.494730616541666,4.117688888888874,0.37730176625328826,0.44081172491544535,0.8178607467204844,1.4905477460009695,0.2820989951618906,0.14477112020841088,0.34041846562603784,0.7672885809963392,0.42687011537030145,0.42659751037344396,0.0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.0,12
HH,2016,5.743190661478599,6.54863813229572,2.280155642023346,1.3307392996108949,10.715953307392995,7.529182879377432,0.6284658040665434,0.27586206896551724,2.829324494958333,1.828793774319066,0.0,1.8,15.1875,7.5508474576271185,5.3999999999999995,5.4,6.882352941176471,7.56,5.333333333333333,5.333333333333333,0.306,0.16899999999999998,0.38939519469759737,0.8643951946975974,0.475,0.3008849557522124,3.706549118387909,0.6807151979565773,3.944584382871536,0.7443324937027708,0.2979580356800995,0.7481108312342569,9.011335012594458,0.1661750245821042,7.583123425692695,0.7412548584119933,0.40265120132560067,0.8697111816599172,0.3464689353333334,1.8179313742083336,1.9747470119220434,0.4287118977384464,0.4670599803343166,0.8816489361702128,1.4130982367758185,0.2634194831013916,0.11829025844930419,0.3306808134394341,0.7123905549901299,0.3817097415506958,0.45416419386745793,0.0,0.125,0.16666666666666666,0.0,0.125,0.08333333333333333,0.0,0.125,0.25,0.125,11
HH,2016,5.3506676036542515,6.280393534785665,2.055516514406184,1.1763879128601546,10.625439212930429,7.020379479971891,0.6410582548969728,0.38461538461538464,4.787661643916666,1.7751229796205201,0.0,4.5,10.166666666666666,7.5508474576271185,4.863354037267081,6.488372093023256,6.882352941176471,5.711538461538462,5.421259842519685,5.468354430379747,0.30517711171662126,0.15640326975476837,0.38447488584474887,0.8460552673161386,0.46158038147138963,0.30204962243797195,3.606228373702422,0.6736628300609343,4.521799307958477,0.9051903114186851,0.29359607512819375,0.8221453287197231,9.622837370242214,0.1548004314994606,7.268512110726643,0.704162976085031,0.39863013698630134,0.855480190923734,0.653153974875,3.6756604506250006,3.4216409354097927,0.4023732470334412,0.45685005393743255,0.8640350877192983,1.4698961937716262,0.2752538749331908,0.12667022982362375,0.3373034778465936,0.7392275826034082,0.40192410475681456,0.44463123644251634,0.0,0.125,0.08333333333333333,0.125,0.125,0.08333333333333333,0.041666666666666664,0.08333333333333333,0.08333333333333333,0.25,15
HH,2016,4.899663946231397,5.7551608257321165,1.840614498319731,1.1017762842054728,10.343734997599615,6.753240518482957,0.6544789762340036,0.4189189189189189,6.609816225416666,1.6937109937590014,0.0,4.563380281690141,8.742857142857142,5.881188118811882,4.848979591836734,5.0625,6.45,4.885714285714286,4.940063091482649,6.6210191082802545,0.2974282519567648,0.14759597465523666,0.37333333333333335,0.8183575599453348,0.4450242266120015,0.29479128186183967,3.537398761314912,0.6707033069399162,4.707956169604574,1.1662696522153406,0.2835553855084701,1.016198189614102,9.904716531681753,0.14628740302918358,7.242020009528347,0.7080008184980561,0.3850793650793651,0.8261580499703883,0.9030142419583336,5.578063949874999,4.095332777430315,0.3768008865903214,0.44107868489102325,0.817641228939544,1.4935683658885184,0.28194800439399487,0.14243866715488834,0.34128020901371653,0.7656668805625997,0.4243866715488832,0.42483129403040415,0.0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.0,12
HH,2016,5.739622641509434,6.554716981132075,2.2867924528301886,1.3245283018867924,10.833962264150943,7.437735849056604,0.6297285269247886,0.26666666666666666,2.954324494958333,1.8415094339622642,0.0,1.8,12.375,7.5508474576271185,5.3999999999999995,5.4,6.882352941176471,7.56,5.333333333333333,5.333333333333333,0.30851063829787234,0.16731141199226307,0.39196787148594375,0.8677899217760792,0.4758220502901354,0.3038095238095238,3.7490864799025574,0.6836861768368617,3.9464068209500605,0.7673568818514007,0.2993115318416523,0.7563946406820949,8.84652862362972,0.16476190476190478,7.629719853836784,0.7402386117136659,0.40481927710843374,0.8733907056798623,0.3673022686666667,1.9116813742083336,2.0551612635993024,0.4247619047619048,0.4685714285714286,0.8746770025839793,1.3995127892813641,0.25965250965250963,0.1177606177606178,0.3281919451585261,0.7056050725716536,0.37741312741312744,0.4552586206896552,0.0,0.16666666666666666,0.125,0.0,0.125,0.08333333333333333,0.0,0.125,0.25,0.125,12
HH,2016,5.325517241379311,6.219310344827586,2.035862068965517,1.1731034482758622,10.55793103448276,7.038620689655173,0.6433777330987686,0.39622641509433965,4.870994977249999,1.7648275862068967,0.0,4.245283018867925,10.166666666666666,7.5508474576271185,4.863354037267081,6.488372093023256,6.882352941176471,5.711538461538462,5.421259842519685,5.468354430379747,0.30385852090032156,0.157556270096463,0.3833707865168539,0.8447855775136385,0.46141479099678456,0.30079575596816976,3.657590197413206,0.6744496330887259,4.539823008849558,0.9557522123893805,0.2929774982862933,0.8454731109598366,9.612661674608576,0.1559681697612732,7.26004084411164,0.7057798431600348,0.39730337078651684,0.8540672965159598,0.66704286375,3.7292318792083337,3.3949385227775224,0.4026525198938992,0.45676392572944297,0.8616487455197133,1.4744724302246426,0.2752631578947368,0.12789473684210528,0.33817330210772834,0.7413311968445704,0.4031578947368421,0.44322666666666666,0.0,0.08333333333333333,0.08333333333333333,0.125,0.125,0.08333333333333333,0.041666666666666664,0.08333333333333333,0.125,0.25,15
HH,2016,4.900947867298578,5.758293838862559,1.8298578199052131,1.0876777251184833,10.326540284360188,6.705213270142179,0.6534296028880866,0.4266666666666667,6.651482892083333,1.6919431279620851,0.0,4.563380281690141,8.742857142857142,5.881188118811882,4.848979591836734,5.0625,6.45,4.885714285714286,5.023255813953488,6.6210191082802545,0.29734708916728075,0.14591009579955788,0.3729238483234096,0.8161810332902482,0.44325718496683864,0.2945255474452555,3.573716439001413,0.6706476802939826,4.743758831841734,1.2152614225153087,0.28279630553083834,1.0301460197833254,9.945360339142724,0.14452554744525548,7.198304286387188,0.7058113814598833,0.38451895957380133,0.8235700544643123,0.9134309086250002,5.628063949874999,4.1678378614798435,0.37481751824817516,0.439051094890511,0.8153770812928501,1.5021196420160152,0.2829232995658466,0.14363241678726485,0.34246134020618557,0.7690170565592971,0.42655571635311146,0.4240952380952381,0.0,0.125,0.125,0.125,0.16666666666666666,0.125,0.125,0.125,0.08333333333333333,0.0,11
HH,2016,5.846715328467154,6.470802919708029,2.2518248175182483,1.281021897810219,10.773722627737227,7.456204379562044,0.6332905434317502,0.2903225806451613,3.0418244949583326,1.8467153284671534,0.0,1.8,12.375,7.5508474576271185,5.3999999999999995,5.029411764705882,6.882352941176471,7.56,5.333333333333333,5.333333333333333,0.3068288119738073,0.16276894293732463,0.3922480620155039,0.8618458169266359,0.4695977549111319,0.30230414746543777,3.738461538461538,0.6794717887154862,3.994082840236686,0.7278106508875739,0.2977612260207909,0.7349112426035502,9.010650887573965,0.16036866359447005,7.636686390532544,0.7354469854469854,0.4046511627906977,0.8673239738506056,0.3786659050416667,1.9898063742083336,2.1349009938837846,0.42119815668202765,0.4626728110599078,0.8701622971285893,1.416568047337278,0.26281453867660765,0.11742777260018639,0.3308457711442786,0.7110880824210726,0.38024231127679403,0.4541056533827618,0.0,0.20833333333333334,0.125,0.0,0.125,0.041666666666666664,0.0,0.125,0.25,0.125,12
HH,2016,5.2830060934326335,6.14218009478673,2.023019634394042,1.1699390656736628,10.438050101557211,7.001354096140826,0.643873221861742,0.4074074074074074,4.995994977249999,1.7467840216655384,0.0,3.9193548387096775,10.166666666666666,7.5508474576271185,4.863354037267081,6.488372093023256,6.882352941176471,5.711538461538462,5.421259842519685,5.468354430379747,0.3010015814443859,0.1565629942013706,0.3806994245241257,0.8382640001698822,0.4575645756457565,0.2980167014613779,3.67113194909578,0.6719160104986877,4.557267247153383,0.9504353650368386,0.2907468248093222,0.8499665103817816,9.675150703281982,0.15501043841336115,7.32417950435365,0.7067690557451649,0.3944223107569721,0.8474494506317112,0.6878761970833334,3.7708985458750006,3.3423146332607225,0.39979123173277664,0.453027139874739,0.8566408995080815,1.4829202947086402,0.2766287487073423,0.12771458117890383,0.3393103448275862,0.7436536747138323,0.4043433298862461,0.43960650577124877,0.0,0.041666666666666664,0.08333333333333333,0.16666666666666666,0.125,0.08333333333333333,0.041666666666666664,0.08333333333333333,0.125,0.25,14
HH,2016,4.909090909090909,5.756794751640112,1.8233364573570758,1.0754451733833177,10.298969072164947,6.68041237113402,0.6532976827094474,0.42105263157894735,6.703566225416666,1.6897844423617618,0.0,4.563380281690141,8.742857142857142,5.853982300884956,4.848979591836734,5.0625,6.45,4.885714285714286,5.023255813953488,6.6210191082802545,0.29653916211293263,0.14571948998178502,0.37236679058240396,0.8146254426771216,0.44225865209471765,0.29386281588447655,3.5916279069767443,0.6719528772088809,4.734418604651163,1.2153488372093024,0.2825686457396696,1.0172093023255815,9.908372093023257,0.1444043321299639,7.133023255813954,0.705344724816213,0.3844485749690211,0.8227157229834615,0.9223594800416669,5.674938949874999,4.21316273352996,0.37509025270758123,0.43826714801444044,0.8160696999031946,1.5,0.2822898032200358,0.1420393559928444,0.3424657534246575,0.7667949126375377,0.42432915921288017,0.4239760782892352,0.0,0.125,0.125,0.08333333333333333,0.20833333333333334,0.125,0.125,0.125,0.08333333333333333,0.0,11
HH,2016,5.946996466431095,6.646643109540636,2.2720848056537104,1.2720848056537102,10.812720848056538,7.5371024734982335,0.6278118609406953,0.28125,3.1668244949583326,1.862190812720848,0.0,1.8,12.375,7.5508474576271185,5.3999999999999995,6.488372093023256,6.882352941176471,7.56,5.333333333333333,5.333333333333333,0.3074141048824593,0.162748643761302,0.3938714499252616,0.8640341985690229,0.4701627486437613,0.3033006244424621,3.715596330275229,0.6810747663551402,3.9013761467889907,0.6674311926605504,0.29926384994179606,0.7121559633027522,8.91743119266055,0.16057091882247992,7.709862385321101,0.7389537836465211,0.40732436472346784,0.8711959079884098,0.39602701616666663,2.003695263083334,2.3043762272950423,0.42462087421944694,0.463871543264942,0.8751515151515151,1.403669724770642,0.2603978300180832,0.1166365280289331,0.3285024154589372,0.7055367735059535,0.3770343580470163,0.4582511210762331,0.0,0.25,0.125,0.0,0.125,0.0,0.0,0.125,0.25,0.125,12
